,url,text,ocen
0,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Посетила данное заведение в первый раз и была приятно удивлена качеством напитка и обслуживанием: разнообразное меню, кассир помогла сориентироваться, сделали быстро и вкусно. Обязательно вернусь сюда еще раз, попробую другие напитки",5.0
1,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Милое заведение, местоположение супер
Хороший персонал, напиток готовится быстро (около 7 минут)
4 за меню, несмотря на хороший мини-бар со снеками, сами напитки могли бы быть поразнообразнее 
Цены средние 
А так место хорошее, рекомендую",4.0
2,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Хорошее и приятное место с большим выбором чая, кофе и бобы. В отличии от остальных заведений в которых я бывал, здесь всегда мягкая тапиока и именно такую я обожаю) хотя в отличии от их же заведения на проспекте мира, здесь иногда переваривают и она уже совсем почти не держат форму. Не каждому такое зайдет.

Кроме того, спасибо понимающим работникам. Мою подругу внезапно хватила паническая атака и тот побеспокоился, предложив принести воды. За это определенно спасибо.",5.0
3,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,Красиво. Уютно. Красивые официанты. Ненавязчиво но очень приятно обслуживают. Особенно с бородой и голубыми глазами. Все супер. И виды с террасы тоже!,5.0
4,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Классное место! Ребята сами делают тапиоку, причём очень вкусную. Брала таро с карамельной тапиокой, прям не придраться. Внутри места не так много, но очень уютно)",5.0
5,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Приятный персонал, который помог определиться с выбором напитков, приятное красивое оформление и освещение. Очень понравилась музыка\радио. Напитки тоже очень вкусные",5.0
6,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Красивый дизайн и неплохие напитки, но грязный зал и неприятный персонал.
Зашли с подругой выпить чего-то горячего и скушать по десерту. В итоге, ждали почти пол часа, при том, что людей почти не было. Светлый интерьер кофейни очень портят множественные следы и пыль. Также хочу отметить громкую музыку. Я понимаю, что в подобныъ местах всегда играет какая-то музыка на фоне, но не так же громко, как в клубе",2.0
7,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"очень атмосферное место, красиво оформлено, очень вкусно, рекомендую, мне понравилось, есть выбор всяких вкусняшек бабл ти очень вкусный, спасибо",5.0
8,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Кафе Jiniu просто удивительное место!
Невероятно уютная атмосфера, прекрасный интерьер и, конечно же, восхитительный бабл ти. Я была поражена вкусами напитков 💔. Очень советую попробовать таро бабл ти и матчу .Обслуживание также на высшем уровне, персонал был очень дружелюб и приветлив. Я обязательно вернусь сюда снова, чтобы насладиться этим замечательным напитком и атмосферой кафе jinju 🤍",5.0
9,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Очень приятное место! Решила заглянуть, проходя мимо и осталась в восторге. Выбор на любое настроение, помогли определиться с напитком и сделали безупречно вкусно! Прекрасно все : от дружелюбной атмосферы и сотрудников до качества напитков. Спасибо за настроение! 
Обязательно вернусь ❤️‍🔥",5.0
10,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Одна из лучших тапиок которые есть в мск. Но сильно испортило впечатление напиток ""яичный пудинг с тапиокой) взяла большой за 600. А в конечном итоге это просто тапиока с холодным молоком( либо мало пудинга подолжили, либо растворился пудинг, но мы пили пока шли(( и в конечном итоге настроение было сильно испорчено. Попадается совсем чуть чуть. Мои друзья, кто попробвал тоже были удивлены(

Надеюсь вы поправите данную позицию(",3.0
11,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Место безумно классное. Узнала о нём 1-2 года назад благодаря подруги. Атмосфера сама по себе классная и замечательная,особенно нравится фонтанчик. Напитки - супер,на любой вкус и цвет как говориться. Самое классное это то,что есть достаточно большой выбор азиатской еды. В общем - место отличное и рекомендую сходить тем,кто хочет попробовать что-то новое.",5.0
12,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"По вкусу все неплохо, но персонал портит все впечатление и отбивает всякое желание возвращаться и попробовать другие напитки, которых, кстати, достаточно много в меню. 
Девушка за кассой не могла ответить ни на один вопрос, говорила очень тихо, себе под нос, перепутала размер моего заказа (я заплатила за L, мне сделали М), передо мной было перепутано еще 2 заказа. Я не стала ждать переделки и ушла, так как итак провела в этом заведении 20 мин, хотя передо мной было всего 2 человека.

Все-таки как много зависит от персонала.",2.0
13,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Нежная и мягкая тягучая тапиока, приятное качество самого напитка. Сделали быстро. Нравится фирменный стакан, удобный. Благодарность сотрудникам!",5.0
14,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Напиток очень вкусный, заказала холодный чай с яичной пеной и кокосовой стружкой — бодрящий, не очень сладкий, приятный, всем советую! Но, вот, персонал — это, конечно, отдельная история)) очень вялые, неохотно идут на коммуникацию, хотя их там, вроде, аж 4 человека! Давно такого в кофейнях не видела — даже немного удивилась",4.0
15,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Из плюсов, это общий антураж кафе. На этом всё

Минусы: громкая музыка, персонал

Очень часто не работают терминал с оплатой. Захожу третий раз (в течении месяца) и все эти разы просят оплатить переводом на карту. И каждый раз об этом говорят только после оформления заказа, а не ДО!

Мы пришли с подругой посидеть, в кафе были одни. На нашу просьбу сделать музыку потише, чтобы мы могли поговорить, старший по этой точке сделал замечание НАМ (посетителям), что это кафе и тут просто обязана играть музыка как в клубе на дискотеке и демонстративно сделал ее ещё громче. В итоге нормально посидеть не получилось, просто думаешь как там не оглохнуть когда готовят напитки. 

В общем, сегодня рухнула последняя надежда ожидать от этого места чего-то хорошего. Также отмечу, что в кафе очень пыльно и грязно. Полки похоже вообще не протирают и на всех декорациях скопился слой пыли, соответсвенно дышать этим тоже неприятно",1.0
16,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Отличное место,всем рекомендую,был несколько раз и всегда очень вкусно,после этого кафе в другие места не хочется. Брал мокко с карамельной тапиокой. Очень понравилось это место,действительно вкусные напитки.",5.0
17,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Немного растерялся в меню, но дружелюбный сотрудник все доступно объяснил. 
В итоге я взял крем-кейк латте с тапиокой. Никогда такого не пробовал и решил рискнуть.
Не хватит слов выразить восторг от вкуса напитка. Я обязательно вернусь чтоб испытать это удовольствие снова
Тапиока просто бомбическая на вкус

Снижаю немного оценку за долгое ожидание и сломанный стул посреди зала.",4.0
18,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Достаточно милое и приятное заведение. Напитки на вкус полный улёт, играет приятная музыка, персонал достаточно вежливый, рекомендую!",5.0
19,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Уютное кафе с хорошим выбором напитков и десертов к ним. Но персонал не шипко расторопный. Для нашей компании из 4 девушек заказанные напитки готовились очень медленно… Разочаровал кофе. Сотрудник кафе ответил «а у нас так», когда я спросила, почему кофе Раф (большая порция) они готовят на молоке и лишь с добавлением капли сливок (тогда как молока там не должно быть вообще…)?🙄 Намеренное удешевление себестоимости напитка и несоответствие заявленного вида кофе. К тому же он был чересчур сладким🥴",3.0
20,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Соглашусь с некоторыми отзывами: 
1. Вывеска приятная, но за ней кроется грязный пол и ужасный запах (если нет вытяжки, то по дно хотя бы проветривать). При этом аромат: смесь тушеной капусты с чему-то.
2. Сервис не очень приятный: заказ принимает девушка со взглядом из-под лобья, с каким-то вызовом. 

Вощвращаться сюда не буду, лучше пойти на фуд-корт поблизости и купить бабл ти известной марки в комфортных условиях. 
2. Не выдают никаких пейджеров, заказ объявляют так тихо, что когда при мне поставили первый готовый стакан, никто из сидящих (полный зал) не среагировал, потому что не услышал. 
3. Громкая музыка, которую судя по всему ставят по вкусу персонала, а не ориентируясь на потенциальный посетителей, или стиль кафе в целом. 

Мой заказ сделали в течение 11 минут, молча (или тихо сказав) поставили на стол. Пришлось уточнить что это и забрать.",1.0
21,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Все понравилось. Прочитала отзывы и была немного напугана касательно работы персонала, но меня хорошо обслужили и достаточно быстро, пришла в будний день",5.0
22,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"18.02 заглянула в кофейню, за кассой была замечательная девушка , очень приятная и вежливая. 
Побольше бы таких сотрудников , настроение с утра поднимается!",5.0
23,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"очень атмосферное место, где готовят потрясающий бабл ти по доступным ценам! отзывчивый персонал) много необычных снеков из стран азии для покупки) однозначно рекомендую к посещению!",5.0
24,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"первое, за что хочу отметить данное заведение это за приятную атмосферу и музыку, ожидание немного долгое, но терпимо
напитки действительно очень вкусные, берите обязательно с тапиокой!!",5.0
25,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Очень вкусные паровые пирожки)) брала с говядиной и сырок 🤤 Кофе тоже вкусный! Визуально неприметное место, интерьер внутри простоват, но обслуживание быстрое, сотрудники приветливые. Всё понравилось",5.0
26,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Очень приятное место: 5/5
Долго избегала Jinju из-за низкого рейтинга и очень зря!
Здесь я попробовала самую мягкую и приятную тапиоку — это прямо услада! Сами напитки сбалансированные и очень вкусные!
Немаловажно и то, что в этом кафе можно спокойно посидеть и отдохнуть (большинство бабблтишных очень тесные).
В общем, впечатление хорошее)",5.0
27,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,Красивый интерьер. Уютный вид во двор с террасы. Красивые и уютные официанты. Хорошее впечатление!,5.0
28,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Брала не раз там кофе, стали явно обманывать. Вместо 300мл наливают 150. Когда повторно пришла и попросила 300, ситуация повторилась. Я сказала об этом персоналу, меня внаглую пытались переубедить что там все соответствует и доливать мне никто не собирался.",1.0
29,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Были в этом кафе, заказывали два чая. Сначала персонал минут 5 не мог определиться и сказать, что есть в меню, а чего нет. Из за этого заказ перебивали несколько раз. После выяснилось, что 70% представленного из меню вообще сейчас отсутствует. После заказа сказали ждать 5-10 минут. Мы прождали 15-20 минут, после чего нам выдали только один чай (выдали со льдом, мы просили без льда). Второй чай после длительного ожидания мы не получили, так как почему то только сейчас нам сказали, что и этого чая в наличии нет (заказ уже был оплачен). Пришлось опять всё перевыбирать и заново ждать второй чай. К слову, поситителей в кафе не было вообще. Чай по вкусу оказался нормальным, но больше там был вкус химии, чем чего то натурального. Но такой сервис, если вообще такое отвратительное отношение можно назвать сервисом, подпортил настроение.",1.0
30,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Ужасное место! (Раньше норм было) Оплата переводом, ребята спорят кто пойдет принимать заказ, чай с тапиокой делают на дешевом roal (смешно) обычно красный тайский, при вопросе какой есть не супер сладкий чай( я знаю что они сладкие) менее сладкий чай из всех попросил, чувак с кислой миной который «проспорил» и ему пришлось идти принимать заказ отвечает ВСЕ Сладкие))) Топ обслуживание, обычно тебе объясняют говорят ну такой вот не такой сладкий как тот итд. Закройтесь и не работайте) Либо увольте весь персонал и наймите новый",1.0
31,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"крутое место!!! всем советую
хорошие ребята тут работают, делают вкусные напитки
11/10",5.0
32,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Большой выбор баблти и наполнителем, приветливый персонал, уютное небольшое помещение",5.0
33,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,Прикольное место. Есть понятные сладкие булочки. Но на Проспекте Мира больше нравится из-за работающих корейцев .,5.0
34,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Одна из моих самых любимых кофеен бабл-ти, готовят вкусно и тапиоку, и напитки, есть большой выбор кофейных. Цены не низкие, но средние по Москве за подобные напитки",5.0
35,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Очень вкусно! Матча супер, крем супер, тапиока мягкая и в меру сладкая, все огонь, вкуснее пимс)",5.0
36,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Вкусное баблти, интересные позиции в меню. Есть выбор напитков для любителей сильно сладких напитков и не очень. Также можно купить моти с традиционными начинками (бобовая паста) и рамен.",5.0
37,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Я тот парень в черно-белой рубашке приходил за баблти для жены, все очень понравилось, крутой вкус, выполнили мою задачу на 10/10.
Спасибо команде за профессионализм",5.0
38,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Персонал отвратительный. Оплатила заказ на 760р, но девушка, с наглым выражением лица, как-будто я ей должна, а не наоборот, продолжала торчать в телефоне. На мой вопрос - когда мой капучино начнут готовить - лениво оторвалась от телефона и медленно начала, с ужимками, и прозрачно демонстрируя свое отношение ко мне. 
Давно такого не видела. Дичь во времена, когда такая высокая конкуренция. Владельцам бы промониторить как работает персонал. Больше сюда ни ногой",1.0
39,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Вчера вечером оплатила напиток 3 раза. Первые 2 раза у них не вылезали чеки и мне говорили что оплата не прошла и просили оплатить снова, хотя я показывала что у меня оплата прошла и предъявляла им квитанции. Оплата была по QR коду. В итоге 3й раз я уже оплатила другой картой и все прошло. Напиток мне отдали и сказали что по первым двум платежам мне придет отмена в течении 30 минут, никакой отмены не было, деньги полностью списаны. В итоге я купила напиток за 1950 руб. Как вам такая цена за стакан кофе с рисовыми шариками? Я возмущена! 
Никто даже не предложил как то зафиксировать это, чтобы в случае чего я могла обратиться к ним. Вот 3 оплаты примерно с разницей в минутах между ними.",1.0
40,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Намного ближе к тем заведениям, о которых восхищенно рассказывает своим родителям побывавшая в азии молодёжь, чем те напомаженные, перенашпигованные минималистичной стилистикой (благодаря московскому перепроизводству дизайнеров), пространства, которые принимают за идеал москвичи. Процветания ребятам. *ни в коем случае не меняйте очаровательную ошибку в неоновом английском призыве выпить бобы, что бы не говорили умники, - это признак аутентичности.",5.0
41,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Заезжала почти каждую неделю за латте с тапиокой. Со сменой персонала заведение явно испортилось, обслуживание отвратительное, качество напитков оставляет желать лучшего. Сегодняшний напиток пришлось выбросить: тапиока вообще не имела текстуру желе и разваливалась во рту, вкус тоже был хуже, чем обычно. 
Надеюсь, хоть на проспекте Мира остался старый персонал, иначе придется попрощаться с Jinju",1.0
42,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Я очень недовольна. Забежала взять кофе с собой. Заказала айс латте.
Четверо сотрудников совершенно неприветливые, сидели со скучающим видом и совсем не сразу начали выполнять заказ. 
В итоге начали готовить. Причем очень медленно, хихикали и болтали друг с другом. Я ждала кофе 8 минут, будучи единственным посетителем. 
И самое обидное, что Айс латте был ТЕПЛЫМ!
Деньги и время на ветер",1.0
43,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Случайно зашла в это место и попробовала самый вкусный чай в жизни: холодных жасминовый с молоком. 
Минус один - не убранная веранда и зал: разбросаны смятые салфетки и разводы на столах. Надеюсь, на кухне больший порядок.",4.0
44,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"очень вкусный чай, самая вкусная тапиока!!!
бариста рина самая классная 😋",5.0
45,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Вкусно, но не скажу, что прям необычно. От большого выбора разбегаются глаза.",5.0
46,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,Большой выбор очень вкусного бабл ти. Летом на улице стоят уютные столики.,5.0
47,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Это худший бабл ти, который мы пробовали. Тапиока разварена до состояния желе, в молоке свернувшиеся комки. 
Девушка за кассой забыла , что мы заказали несколько напитков. Ждали долго и получили невкусный напиток и ужасный сервис. В кафе грязный пол и сломанные кресла. Просто жаль потраченных денег и испорченного настроения, напитки выкинули почти полными.",1.0
48,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Вкусный бабл-ти с карамельной тапиокой! Также есть популярная лапша, дешевле, чем в некоторых местах. Обслуживание достаточно быстрой, три напитка ждали минут 7-10.",5.0
49,https://yandex.lv/maps/org/jinju_bubble_tea/155531159172/reviews,"Бабл ти своих денег стоит. Чая не чувствуется, перебивается химозным сиропом. Спросила, в какие фруктовые чаи кладётся фрукты, получила ответ, что только в клубнично-маракую. И то! По факту было два маленьких кусочка клубники и кости маракуи.....добавок к этому топику/желе/богу надо добавлять за доп цену. То есть 500 с чем-то рублей отдаёшь просто за сиропом химозный , воду и чай.",1.0
0,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Посетила данное заведение в первый раз и была приятно удивлена качеством напитка и обслуживанием: разнообразное меню, кассир помогла сориентироваться, сделали быстро и вкусно. Обязательно вернусь сюда еще раз, попробую другие напитки",5.0
1,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Милое заведение, местоположение супер
Хороший персонал, напиток готовится быстро (около 7 минут)
4 за меню, несмотря на хороший мини-бар со снеками, сами напитки могли бы быть поразнообразнее 
Цены средние 
А так место хорошее, рекомендую",4.0
2,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Хорошее и приятное место с большим выбором чая, кофе и бобы. В отличии от остальных заведений в которых я бывал, здесь всегда мягкая тапиока и именно такую я обожаю) хотя в отличии от их же заведения на проспекте мира, здесь иногда переваривают и она уже совсем почти не держат форму. Не каждому такое зайдет.

Кроме того, спасибо понимающим работникам. Мою подругу внезапно хватила паническая атака и тот побеспокоился, предложив принести воды. За это определенно спасибо.",5.0
3,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,Красиво. Уютно. Красивые официанты. Ненавязчиво но очень приятно обслуживают. Особенно с бородой и голубыми глазами. Все супер. И виды с террасы тоже!,5.0
4,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Классное место! Ребята сами делают тапиоку, причём очень вкусную. Брала таро с карамельной тапиокой, прям не придраться. Внутри места не так много, но очень уютно)",5.0
5,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Приятный персонал, который помог определиться с выбором напитков, приятное красивое оформление и освещение. Очень понравилась музыка\радио. Напитки тоже очень вкусные",5.0
6,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Красивый дизайн и неплохие напитки, но грязный зал и неприятный персонал.
Зашли с подругой выпить чего-то горячего и скушать по десерту. В итоге, ждали почти пол часа, при том, что людей почти не было. Светлый интерьер кофейни очень портят множественные следы и пыль. Также хочу отметить громкую музыку. Я понимаю, что в подобныъ местах всегда играет какая-то музыка на фоне, но не так же громко, как в клубе",2.0
7,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"очень атмосферное место, красиво оформлено, очень вкусно, рекомендую, мне понравилось, есть выбор всяких вкусняшек бабл ти очень вкусный, спасибо",5.0
8,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Кафе Jiniu просто удивительное место!
Невероятно уютная атмосфера, прекрасный интерьер и, конечно же, восхитительный бабл ти. Я была поражена вкусами напитков 💔. Очень советую попробовать таро бабл ти и матчу .Обслуживание также на высшем уровне, персонал был очень дружелюб и приветлив. Я обязательно вернусь сюда снова, чтобы насладиться этим замечательным напитком и атмосферой кафе jinju 🤍",5.0
9,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Очень приятное место! Решила заглянуть, проходя мимо и осталась в восторге. Выбор на любое настроение, помогли определиться с напитком и сделали безупречно вкусно! Прекрасно все : от дружелюбной атмосферы и сотрудников до качества напитков. Спасибо за настроение! 
Обязательно вернусь ❤️‍🔥",5.0
10,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Одна из лучших тапиок которые есть в мск. Но сильно испортило впечатление напиток ""яичный пудинг с тапиокой) взяла большой за 600. А в конечном итоге это просто тапиока с холодным молоком( либо мало пудинга подолжили, либо растворился пудинг, но мы пили пока шли(( и в конечном итоге настроение было сильно испорчено. Попадается совсем чуть чуть. Мои друзья, кто попробвал тоже были удивлены(

Надеюсь вы поправите данную позицию(",3.0
11,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Место безумно классное. Узнала о нём 1-2 года назад благодаря подруги. Атмосфера сама по себе классная и замечательная,особенно нравится фонтанчик. Напитки - супер,на любой вкус и цвет как говориться. Самое классное это то,что есть достаточно большой выбор азиатской еды. В общем - место отличное и рекомендую сходить тем,кто хочет попробовать что-то новое.",5.0
12,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"По вкусу все неплохо, но персонал портит все впечатление и отбивает всякое желание возвращаться и попробовать другие напитки, которых, кстати, достаточно много в меню. 
Девушка за кассой не могла ответить ни на один вопрос, говорила очень тихо, себе под нос, перепутала размер моего заказа (я заплатила за L, мне сделали М), передо мной было перепутано еще 2 заказа. Я не стала ждать переделки и ушла, так как итак провела в этом заведении 20 мин, хотя передо мной было всего 2 человека.

Все-таки как много зависит от персонала.",2.0
13,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Нежная и мягкая тягучая тапиока, приятное качество самого напитка. Сделали быстро. Нравится фирменный стакан, удобный. Благодарность сотрудникам!",5.0
14,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Напиток очень вкусный, заказала холодный чай с яичной пеной и кокосовой стружкой — бодрящий, не очень сладкий, приятный, всем советую! Но, вот, персонал — это, конечно, отдельная история)) очень вялые, неохотно идут на коммуникацию, хотя их там, вроде, аж 4 человека! Давно такого в кофейнях не видела — даже немного удивилась",4.0
15,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Из плюсов, это общий антураж кафе. На этом всё

Минусы: громкая музыка, персонал

Очень часто не работают терминал с оплатой. Захожу третий раз (в течении месяца) и все эти разы просят оплатить переводом на карту. И каждый раз об этом говорят только после оформления заказа, а не ДО!

Мы пришли с подругой посидеть, в кафе были одни. На нашу просьбу сделать музыку потише, чтобы мы могли поговорить, старший по этой точке сделал замечание НАМ (посетителям), что это кафе и тут просто обязана играть музыка как в клубе на дискотеке и демонстративно сделал ее ещё громче. В итоге нормально посидеть не получилось, просто думаешь как там не оглохнуть когда готовят напитки. 

В общем, сегодня рухнула последняя надежда ожидать от этого места чего-то хорошего. Также отмечу, что в кафе очень пыльно и грязно. Полки похоже вообще не протирают и на всех декорациях скопился слой пыли, соответсвенно дышать этим тоже неприятно",1.0
16,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Отличное место,всем рекомендую,был несколько раз и всегда очень вкусно,после этого кафе в другие места не хочется. Брал мокко с карамельной тапиокой. Очень понравилось это место,действительно вкусные напитки.",5.0
17,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Немного растерялся в меню, но дружелюбный сотрудник все доступно объяснил. 
В итоге я взял крем-кейк латте с тапиокой. Никогда такого не пробовал и решил рискнуть.
Не хватит слов выразить восторг от вкуса напитка. Я обязательно вернусь чтоб испытать это удовольствие снова
Тапиока просто бомбическая на вкус

Снижаю немного оценку за долгое ожидание и сломанный стул посреди зала.",4.0
18,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Достаточно милое и приятное заведение. Напитки на вкус полный улёт, играет приятная музыка, персонал достаточно вежливый, рекомендую!",5.0
19,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Уютное кафе с хорошим выбором напитков и десертов к ним. Но персонал не шипко расторопный. Для нашей компании из 4 девушек заказанные напитки готовились очень медленно… Разочаровал кофе. Сотрудник кафе ответил «а у нас так», когда я спросила, почему кофе Раф (большая порция) они готовят на молоке и лишь с добавлением капли сливок (тогда как молока там не должно быть вообще…)?🙄 Намеренное удешевление себестоимости напитка и несоответствие заявленного вида кофе. К тому же он был чересчур сладким🥴",3.0
20,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Соглашусь с некоторыми отзывами: 
1. Вывеска приятная, но за ней кроется грязный пол и ужасный запах (если нет вытяжки, то по дно хотя бы проветривать). При этом аромат: смесь тушеной капусты с чему-то.
2. Сервис не очень приятный: заказ принимает девушка со взглядом из-под лобья, с каким-то вызовом. 

Вощвращаться сюда не буду, лучше пойти на фуд-корт поблизости и купить бабл ти известной марки в комфортных условиях. 
2. Не выдают никаких пейджеров, заказ объявляют так тихо, что когда при мне поставили первый готовый стакан, никто из сидящих (полный зал) не среагировал, потому что не услышал. 
3. Громкая музыка, которую судя по всему ставят по вкусу персонала, а не ориентируясь на потенциальный посетителей, или стиль кафе в целом. 

Мой заказ сделали в течение 11 минут, молча (или тихо сказав) поставили на стол. Пришлось уточнить что это и забрать.",1.0
21,https://yandex.lv/maps/org/jinju_bubble_tea/135145667535/reviews,"Все понравилось. Прочитала отзывы и была немного напугана касательно работы персонала, но меня хорошо обслужили и достаточно быстро, пришла в будний день",5.0
